country,year,pop,continent,lifeExp,gdpPercap,bornPerwom
Kuwait,1992,1418095,Asia,75.19,34932.91959,2.68
Kuwait,1997,1765345,Asia,76156,40300.61996,2.86
Kuwait,2002,2111561,Asia,76904,35110.10566,2.69
Kuwait,2007,2505559,Asia,77588,47306.98978,2.4
Lebanon,1952,1439529,Asia,55928,4834.804067,5.74
Lebanon,1957,1647412,Asia,59489,6089.786934,5.74
Lebanon,1962,1886848,Asia,62094,5714.560611,5.69
Lebanon,1967,2186894,Asia,63.87,6006.983042,5.3
Lebanon,1972,2680018,Asia,65421,7486.384341,4.73
Lebanon,1977,3115787,Asia,66099,8659.696836,4.27
Lebanon,1982,3086876,Asia,66983,7640.519521,3.8
Lebanon,1987,3089353,Asia,67926,5377.091329,3.28
Lebanon,1992,3219994,Asia,69292,6890.806854,2.84
Lebanon,1997,3430388,Asia,70265,8754.96385,2.47
Lebanon,2002,3677780,Asia,71028,9313.93883,2.04
Lebanon,2007,3921278,Asia,71993,10461.05868,1.63
Lesotho,1952,748747,Africa,42138,298.8462121,5.84
Lesotho,1957,813338,Africa,45047,335.9971151,5.86
Lesotho,1962,893143,Africa,47747,411.8006266,5.82
Lesotho,1967,996380,Africa,48492,498.6390265,5.8
Lesotho,1972,1116779,Africa,49767,496.5815922,5.8
Lesotho,1977,1251524,Africa,52208,745.3695408,5.71
Lesotho,1982,1411807,Africa,55078,797.2631074,5.49
Lesotho,1987,1599200,Africa,57.18,773.9932141,5.17
Lesotho,1992,1803195,Africa,59685,977.4862725,4.76
Lesotho,1997,1982823,Africa,55558,1186.147994,4.39
Lesotho,2002,2046772,Africa,44593,1275.184575,3.86
Lesotho,2007,2012649,Africa,42592,1569.331442,3.41
Liberia,1952,863308,Africa,38.48,575.5729961,6.26
Liberia,1957,975950,Africa,39486,620.9699901,6.34
Liberia,1962,1112796,Africa,40502,634.1951625,6.45
Liberia,1967,1279406,Africa,41536,713.6036483,6.58
Liberia,1972,1482628,Africa,42614,803.0054535,6.78
Liberia,1977,1703617,Africa,43764,640.3224383,6.93
Liberia,1982,1956875,Africa,44852,572.1995694,6.96
Liberia,1987,2269414,Africa,46027,506.1138573,6.75
Liberia,1992,1912974,Africa,40802,636.6229191,6.34
Liberia,1997,2200725,Africa,42221,609.1739508,6.06
Liberia,2002,2814651,Africa,43753,531.4823679,5.72
Liberia,2007,3193942,Africa,45678,414.5073415,5.28
Libya,1952,1019729,Africa,42723,2387.54806,7.19
Libya,1957,1201578,Africa,45289,3448.284395,7.22
Libya,1962,1441863,Africa,47808,6757.030816,7.31
Libya,1967,1759224,Africa,50227,18772.75169,7.91
Libya,1972,2183877,Africa,52773,21011.49721,8.14
Libya,1977,2721783,Africa,57442,21951.21176,7.74
Libya,1982,3344074,Africa,62155,17364.27538,6.83
Libya,1987,3799845,Africa,66234,11770.5898,5.79
Libya,1992,4364501,Africa,68755,9640.138501,4.38
Libya,1997,4759670,Africa,71555,9467.446056,3.27
Libya,2002,5368585,Africa,72737,9534.677467,2.67
Libya,2007,6036914,Africa,73952,12057.49928,2.44
Madagascar,1952,4762912,Africa,36681,1443.011715,7.3
Madagascar,1957,5181679,Africa,38865,1589.20275,7.3
Madagascar,1962,5703324,Africa,40848,1643.38711,7.3
Madagascar,1967,6334556,Africa,42881,1634.047282,7.3
Madagascar,1972,7082430,Africa,44851,1748.562982,7.22
Madagascar,1977,8007166,Africa,46881,1544.228586,6.98
Madagascar,1982,9171477,Africa,48969,1302.878658,6.55
Madagascar,1987,10568642,Africa,49.35,1155.441948,6.27
Madagascar,1992,12210395,Africa,52214,1040.67619,6.12
Madagascar,1997,14165114,Africa,54978,986.2958956,5.84
Madagascar,2002,16473477,Africa,57286,894.6370822,5.34
Madagascar,2007,19167654,Africa,59443,1044.770126,4.87
Malawi,1952,2917802,Africa,36256,369.1650802,6.82
Malawi,1957,3221238,Africa,37207,416.3698064,6.88
Malawi,1962,3628608,Africa,38.41,427.9010856,6.99
Malawi,1967,4147252,Africa,39487,495.5147806,7.18
Malawi,1972,4730997,Africa,41766,584.6219709,7.39
Malawi,1977,5637246,Africa,43767,663.2236766,7.59
Malawi,1982,6502825,Africa,45642,632.8039209,7.62
Malawi,1987,7824747,Africa,47457,635.5173634,7.29
Malawi,1992,10014249,Africa,49.42,563.2000145,6.68
Malawi,1997,10419991,Africa,47495,692.2758103,6.31
Malawi,2002,11824495,Africa,45009,665.4231186,6.05
Malawi,2007,13327079,Africa,48303,759.3499101,5.73
Malaysia,1952,6748378,Asia,48463,1831.132894,6.29
Malaysia,1957,7739235,Asia,52102,1810.066992,6.38
Malaysia,1962,8906385,Asia,55737,2036.884944,6.35
Malaysia,1967,10154878,Asia,59371,2277.742396,5.53
Malaysia,1972,11441462,Asia,63.01,2849.09478,4.76
Malaysia,1977,12845381,Asia,65256,3827.921571,4.25
Malaysia,1982,14441916,Asia,68,4920.355951,3.97
Malaysia,1987,16331785,Asia,69.5,5249.802653,3.7
Malaysia,1992,18319502,Asia,70693,7277.912802,3.47
Malaysia,1997,20476091,Asia,71938,10132.90964,3.15
Malaysia,2002,22662365,Asia,73044,10206.97794,2.54
Malaysia,2007,24821286,Asia,74241,12451.6558,2.22
Mali,1952,3838168,Africa,33685,452.3369807,6.73
Mali,1957,4241884,Africa,35307,490.3821867,6.89
Mali,1962,4690372,Africa,36936,496.1743428,6.99
Mali,1967,5212416,Africa,38487,545.0098873,7.09
Mali,1972,5828158,Africa,39977,581.3688761,7.15
Mali,1977,6491649,Africa,41714,686.3952693,7.15
Mali,1982,6998256,Africa,43916,618.0140641,7.15
Mali,1987,7634008,Africa,46364,684.1715576,7.16
Mali,1992,8416215,Africa,48388,739.014375,7.15
Mali,1997,9384984,Africa,49903,790.2579846,6.98
Mali,2002,10580176,Africa,51818,951.4097518,6.86
Mali,2007,12031795,Africa,54467,1042.581557,6.72
Mauritania,1952,1022556,Africa,40543,743.1159097,6.3
Mauritania,1957,1076852,Africa,42338,846.1202613,6.69
Mauritania,1962,1146757,Africa,44248,1055.896036,6.79
Mauritania,1967,1230542,Africa,46289,1421.145193,6.8
Mauritania,1972,1332786,Africa,48437,1586.851781,6.76
Mauritania,1977,1456688,Africa,50852,1497.492223,6.6
Mauritania,1982,1622136,Africa,53599,1481.150189,6.37
Mauritania,1987,1841240,Africa,56145,1421.603576,6.17
Mauritania,1992,2119465,Africa,58333,1361.369784,5.94
Mauritania,1997,2444741,Africa,60.43,1483.136136,5.64
Mauritania,2002,2828858,Africa,62247,1579.019543,5.34
Mauritania,2007,3270065,Africa,64164,1803.151496,5.1
Mauritius,1952,516556,Africa,50986,1967.955707,5.9
Mauritius,1957,609816,Africa,58089,2034.037981,5.94
Mauritius,1962,701016,Africa,60246,2529.067487,6.12
Mauritius,1967,789309,Africa,61557,2475.387562,4.85
Mauritius,1972,851334,Africa,62944,2575.484158,3.58
Mauritius,1977,913025,Africa,64.93,3710.982963,3.07
Mauritius,1982,992040,Africa,66711,3688.037739,2.41
Mauritius,1987,1042663,Africa,68.74,4783.586903,2.27
Mauritius,1992,1096202,Africa,69745,6058.253846,2.25
Mauritius,1997,1149818,Africa,70736,7425.705295,2.07
Mauritius,2002,1200206,Africa,71954,9021.815894,1.94
Mauritius,2007,1250882,Africa,72801,10956.99112,1.72
Mexico,1952,30144317,Americas,50789,3478.125529,6.72
Mexico,1957,35015548,Americas,55.19,4131.546641,6.78
Mexico,1962,41121485,Americas,58299,4581.609385,6.76
Mexico,1967,47995559,Americas,60.11,5754.733883,6.79
Mexico,1972,55984294,Americas,62361,6809.40669,6.7
Mexico,1977,63759976,Americas,65032,7674.929108,5.59
Mexico,1982,71640904,Americas,67405,9611.147541,4.46
Mexico,1987,80122492,Americas,69498,8688.156003,3.79
Mexico,1992,88111030,Americas,71455,9472.384295,3.27
Mexico,1997,95895146,Americas,73.67,9767.29753,2.88
Mexico,2002,102479927,Americas,74902,10742.44053,2.62
Mexico,2007,108700891,Americas,76195,11977.57496,2.42
Mongolia,1952,800663,Asia,42244,786.5668575,5.54
Mongolia,1957,882134,Asia,45248,912.6626085,6.25
Mongolia,1962,1010280,Asia,48251,1056.353958,7.35
Mongolia,1967,1149500,Asia,51253,1226.04113,7.59
Mongolia,1972,1320500,Asia,53754,1421.741975,7.5
Mongolia,1977,1528000,Asia,55491,1647.511665,6.78
Mongolia,1982,1756032,Asia,57489,2000.603139,5.86
Mongolia,1987,2015133,Asia,60222,2338.008304,4.91
Mongolia,1992,2312802,Asia,61271,1785.402016,3.45
Mongolia,1997,2494803,Asia,63625,1902.2521,2.43
Mongolia,2002,2674234,Asia,65033,2140.739323,2.08
Mongolia,2007,2874127,Asia,66803,3095.772271,2.33
Montenegro,1952,413834,Europe,59164,2647.585601,4.24
Montenegro,1957,442829,Europe,61448,3682.259903,3.84
Montenegro,1962,474528,Europe,63728,4649.593785,3.44
Montenegro,1967,501035,Europe,67178,5907.850937,2.95
Montenegro,1972,527678,Europe,70636,7778.414017,2.62
Montenegro,1977,560073,Europe,73066,9595.929905,2.34
Montenegro,1982,562548,Europe,74101,11222.58762,2.21
Montenegro,1987,569473,Europe,74865,11732.51017,2.12
Montenegro,1992,621621,Europe,75435,7003.339037,2.05
Montenegro,1997,692651,Europe,75445,6465.613349,1.93
Montenegro,2002,720230,Europe,73981,6557.194282,1.86
Montenegro,2007,684736,Europe,74543,9253.896111,1.82
Morocco,1952,9939217,Africa,42873,1688.20357,6.58
Morocco,1957,11406350,Africa,45423,1642.002314,6.89
Morocco,1962,13056604,Africa,47924,1566.353493,7.09
Morocco,1967,14770296,Africa,50335,1711.04477,6.9
Morocco,1972,16660670,Africa,52862,1930.194975,6.46
Morocco,1977,18396941,Africa,55.73,2370.619976,5.97
Morocco,1982,20198730,Africa,59.65,2702.620356,5.44
Morocco,1987,22987397,Africa,62677,2755.046991,4.57
Morocco,1992,25798239,Africa,65393,2948.047252,3.75
Morocco,1997,28529501,Africa,67.66,2982.101858,3.04
Morocco,2002,31167783,Africa,69615,3258.495584,2.68
Morocco,2007,33757175,Africa,71164,3820.17523,2.56
Mozambique,1952,6446316,Africa,31286,468.5260381,6.81
Mozambique,1957,7038035,Africa,33779,495.5868333,6.93
Mozambique,1962,7788944,Africa,36161,556.6863539,6.92
Mozambique,1967,8680909,Africa,38113,566.6691539,6.86
Mozambique,1972,9809596,Africa,40328,724.9178037,6.8
Mozambique,1977,11127868,Africa,42495,502.3197334,6.59
Mozambique,1982,12587223,Africa,42795,462.2114149,6.41
Mozambique,1987,12891952,Africa,42861,389.8761846,6.31
Mozambique,1992,13160731,Africa,44284,410.8968239,6.12
Mozambique,1997,16603334,Africa,46344,472.3460771,5.88
Mozambique,2002,18473780,Africa,44026,633.6179466,5.8
Mozambique,2007,19951656,Africa,42082,823.6856205,5.67
Myanmar,1952,20092996,Asia,36319,331,6
Myanmar,1957,21731844,Asia,41905,350,6
Myanmar,1962,23634436,Asia,45108,388,6.1
Myanmar,1967,25870271,Asia,49379,349,6.11
Myanmar,1972,28466390,Asia,53.07,357,5.79
Myanmar,1977,31528087,Asia,56059,371,5.23
Myanmar,1982,34680442,Asia,58056,424,4.69
Myanmar,1987,38028578,Asia,58339,385,3.89
Myanmar,1992,40546538,Asia,59.32,347,3.24
Myanmar,1997,43247867,Asia,60328,415,2.97
Myanmar,2002,45598081,Asia,59908,611,2.87
Myanmar,2007,47761980,Asia,62069,944,2.59
Namibia,1952,485831,Africa,41725,2423.780443,5.99
Namibia,1957,548080,Africa,45226,2621.448058,6.09
Namibia,1962,621392,Africa,48386,3173.215595,6.18
Namibia,1967,706640,Africa,51159,3793.694753,6.3
Namibia,1972,821782,Africa,53867,3746.080948,6.57
Namibia,1977,977026,Africa,56437,3876.485958,6.62
Namibia,1982,1099010,Africa,58968,4191.100511,6.26
Namibia,1987,1278184,Africa,60835,3693.731337,5.63
Namibia,1992,1554253,Africa,61999,3804.537999,4.97
Namibia,1997,1774766,Africa,58909,3899.52426,4.35
Namibia,2002,1972153,Africa,51479,4072.324751,3.84
Namibia,2007,2055080,Africa,52906,4811.060429,3.62
Nepal,1952,9182536,Asia,36157,545.8657229,5.97
Nepal,1957,9682338,Asia,37686,597.9363558,5.97
Nepal,1962,10332057,Asia,39393,652.3968593,5.96
Nepal,1967,11261690,Asia,41472,676.4422254,5.96
Nepal,1972,12412593,Asia,43971,674.7881296,5.88
Nepal,1977,13933198,Asia,46748,694.1124398,5.8
Nepal,1982,15796314,Asia,49594,718.3730947,5.65
Nepal,1987,17917180,Asia,52537,775.6324501,5.37
Nepal,1992,20326209,Asia,55727,897.7403604,5.02
Nepal,1997,23001113,Asia,59426,1010.892138,4.47
Nepal,2002,25873917,Asia,61.34,1057.206311,3.72
Nepal,2007,28901790,Asia,63785,1091.359778,3.01
Netherlands,1952,10381988,Europe,72.13,8941.571858,3.09
Netherlands,1957,11026383,Europe,72.99,11276.19344,3.08
Netherlands,1962,11805689,Europe,73.23,12790.84956,3.18
Netherlands,1967,12596822,Europe,73.82,15363.25136,2.81
Netherlands,1972,13329874,Europe,73.75,18794.74567,2.15
Netherlands,1977,13852989,Europe,75.24,21209.0592,1.58
Netherlands,1982,14310401,Europe,76.05,21399.46046,1.5
Netherlands,1987,14665278,Europe,76.83,23651.32361,1.56
Netherlands,1992,15174244,Europe,77.42,26790.94961,1.59
Netherlands,1997,15604464,Europe,78.03,30246.13063,1.56
Netherlands,2002,16122830,Europe,78.53,33724.75778,1.73
Netherlands,2007,16570613,Europe,79762,36797.93332,1.72
New Zealand,1952,1994794,Oceania,69.39,10556.57566,3.32
New Zealand,1957,2229407,Oceania,70.26,12247.39532,3.51
New Zealand,1962,2488550,Oceania,71.24,13175678,3.51
New Zealand,1967,2728150,Oceania,71.52,14463.91893,3
New Zealand,1972,2929100,Oceania,71.89,16046.03728,2.9
New Zealand,1977,3164900,Oceania,72.22,16233.7177,2.32
New Zealand,1982,3210650,Oceania,73.84,17632.4104,2.1
New Zealand,1987,3317166,Oceania,74.32,19007.19129,2.24
New Zealand,1992,3437674,Oceania,76.33,18363.32494,2.31
New Zealand,1997,3676187,Oceania,77.55,21050.41377,2.05
New Zealand,2002,3908037,Oceania,79.11,23189.80135,1.95
New Zealand,2007,4115771,Oceania,80204,25185.00911,2.11
Nicaragua,1952,1165790,Americas,42314,3112.363948,7.16
Nicaragua,1957,1358828,Americas,45432,3457.415947,7.5
Nicaragua,1962,1590597,Americas,48632,3634.364406,7.18
Nicaragua,1967,1865490,Americas,51884,4643.393534,6.96
Nicaragua,1972,2182908,Americas,55151,4688.593267,6.81
Nicaragua,1977,2554598,Americas,57.47,5486.371089,6.42
Nicaragua,1982,2979423,Americas,59298,3470.338156,5.9
Nicaragua,1987,3344353,Americas,62008,2955.984375,5.1
Nicaragua,1992,4017939,Americas,65843,2170.151724,4.27
Nicaragua,1997,4609572,Americas,68426,2253.023004,3.47
Nicaragua,2002,5146848,Americas,70836,2474.548819,2.89
Nicaragua,2007,5675356,Americas,72899,2749.320965,2.57
Niger,1952,3379468,Africa,37444,761.879376,7.1
Niger,1957,3692184,Africa,38598,835.5234025,7.31
Niger,1962,4076008,Africa,39487,997.7661127,7.49
Niger,1967,4534062,Africa,40118,1054.384891,7.54
Niger,1972,5060262,Africa,40546,954.2092363,7.6
Niger,1977,5682086,Africa,41291,808.8970728,7.74
Niger,1982,6437188,Africa,42598,909.7221354,7.88
Niger,1987,7332638,Africa,44555,668.3000228,7.82
Niger,1992,8392818,Africa,47391,581.182725,7.75
Niger,1997,9666252,Africa,51313,580.3052092,7.71
Niger,2002,11140655,Africa,54496,601.0745012,7.66
Niger,2007,12894865,Africa,56867,619.6768924,7.57
Nigeria,1952,33119096,Africa,36324,1077.281856,6.35
Nigeria,1957,37173340,Africa,37802,1100.592563,6.35
Nigeria,1962,41871351,Africa,39.36,1150.927478,6.35
Nigeria,1967,47287752,Africa,41.04,1014.514104,6.36
Nigeria,1972,53740085,Africa,42821,1698.388838,6.58
Nigeria,1977,62209173,Africa,44514,1981.951806,6.76
Nigeria,1982,73039376,Africa,45826,1576.97375,6.77
Nigeria,1987,81551520,Africa,46886,1385.029563,6.63
Nigeria,1992,93364244,Africa,47472,1619.848217,6.4
Nigeria,1997,106207839,Africa,47464,1624.941275,6.19
Nigeria,2002,119901274,Africa,46608,1615.286395,6.06
Nigeria,2007,135031164,Africa,46859,2013.977305,5.93
Norway,1952,3327728,Europe,72.67,10095.42172,2.61
Norway,1957,3491938,Europe,73.44,11653.97304,2.86
Norway,1962,3638919,Europe,73.47,13450.40151,2.89
Norway,1967,3786019,Europe,74.08,16361.87647,2.8
Norway,1972,3933004,Europe,74.34,18965.05551,2.38
Norway,1977,4043205,Europe,75.37,23311.34939,1.75
Norway,1982,4114787,Europe,75.97,26298.63531,1.71
Norway,1987,4186147,Europe,75.89,31540.9748,1.75
Norway,1992,4286357,Europe,77.32,33965.66115,1.88
Norway,1997,4405672,Europe,78.32,41283.16433,1.86
Norway,2002,4535591,Europe,79.05,44683.97525,1.75
Norway,2007,4627926,Europe,80196,49357.19017,1.9
Oman,1952,507833,Asia,37578,1828.230307,7.25
Oman,1957,561977,Asia,40.08,2242.746551,7.25
Oman,1962,628164,Asia,43165,2924.638113,7.25
Oman,1967,714775,Asia,46988,4720.942687,7.28
Oman,1972,829050,Asia,52143,10618.03855,7.41
Oman,1977,1004533,Asia,57367,11848.34392,8.02
Oman,1982,1301048,Asia,62728,12954.79101,8.35
Oman,1987,1593882,Asia,67734,18115.22313,7.93
Oman,1992,1915208,Asia,71197,18616.70691,6.47
Oman,1997,2283635,Asia,72499,19702.05581,4.63
Oman,2002,2713462,Asia,74193,19774.83687,3.29
Oman,2007,3204897,Asia,75.64,22316.19287,2.89
Pakistan,1952,41346560,Asia,43436,684.5971438,6.6
Pakistan,1957,46679944,Asia,45557,747.0835292,6.6
Pakistan,1962,53100671,Asia,47.67,803.3427418,6.6
Pakistan,1967,60641899,Asia,49.8,942.4082588,6.6
Pakistan,1972,69325921,Asia,51929,1049.938981,6.61
Pakistan,1977,78152686,Asia,54043,1175.921193,6.6
Pakistan,1982,91462088,Asia,56158,1443.429832,6.48
Pakistan,1987,105186881,Asia,58245,1704.686583,6.31
Pakistan,1992,120065004,Asia,60838,1971.829464,5.76
Pakistan,1997,135564834,Asia,61818,2049.350521,5.05
Pakistan,2002,153403524,Asia,63.61,2092.712441,4.31
Pakistan,2007,169270617,Asia,65483,2605.94758,3.98
Panama,1952,940080,Americas,55191,2480.380334,5.75
Panama,1957,1063506,Americas,59201,2961.800905,5.88
Panama,1962,1215725,Americas,61817,3536.540301,5.81
Panama,1967,1405486,Americas,64071,4421.009084,5.47
Panama,1972,1616384,Americas,66216,5364.249663,4.94
Panama,1977,1839782,Americas,68681,5351.912144,4.26
Panama,1982,2036305,Americas,70472,7009.601598,3.68
Panama,1987,2253639,Americas,71523,7034.779161,3.26
Panama,1992,2484997,Americas,72462,6618.74305,2.95
Panama,1997,2734531,Americas,73738,7113.692252,2.81
Panama,2002,2990875,Americas,74712,7356.031934,2.7
Panama,2007,3242173,Americas,75537,9809.185636,2.64
Paraguay,1952,1555876,Americas,62649,1952.308701,6.5
Paraguay,1957,1770902,Americas,63196,2046.154706,6.51
Paraguay,1962,2009813,Americas,64361,2148.027146,6.47
Paraguay,1967,2287985,Americas,64951,2299.376311,6.17
Paraguay,1972,2614104,Americas,65815,2523.337977,5.46
Paraguay,1977,2984494,Americas,66353,3248.373311,5.19
Paraguay,1982,3366439,Americas,66874,4258.503604,5.13
Paraguay,1987,3886512,Americas,67378,3998.875695,4.82
Paraguay,1992,4483945,Americas,68225,4196.411078,4.37
Paraguay,1997,5154123,Americas,69.4,4247.400261,3.91
Paraguay,2002,5884491,Americas,70755,3783.674243,3.32
Paraguay,2007,6667147,Americas,71752,4172.838464,2.91
Peru,1952,8025700,Americas,43902,3758.523437,6.9
Peru,1957,9146100,Americas,46263,4245.256698,6.94
Peru,1962,10516500,Americas,49096,4957.037982,6.96
Peru,1967,12132200,Americas,51445,5788.09333,6.73
Peru,1972,13954700,Americas,55448,5937.827283,6.1
Peru,1977,15990099,Americas,58447,6281.290855,5.45
Peru,1982,18125129,Americas,61406,6434.501797,4.73
Peru,1987,20195924,Americas,64134,6360.943444,4.14
Peru,1992,22430449,Americas,66458,4446.380924,3.62
Peru,1997,24748122,Americas,68386,5838.347657,3.14
Peru,2002,26769436,Americas,69906,5909.020073,2.82
Peru,2007,28674757,Americas,71421,7408.905561,2.62
Philippines,1952,22438691,Asia,47752,1272.880995,6.99
Philippines,1957,26072194,Asia,51334,1547.944844,7.2
Philippines,1962,30325264,Asia,54757,1649.552153,7.02
Philippines,1967,35356600,Asia,56393,1814.12743,6.59
Philippines,1972,40850141,Asia,58065,1989.37407,6.04
Philippines,1977,46850962,Asia,60.06,2373.204287,5.51
Philippines,1982,53456774,Asia,62082,2603.273765,4.98
Philippines,1987,60017788,Asia,64151,2189.634995,4.55
Philippines,1992,67185766,Asia,66458,2279.324017,4.18
Philippines,1997,75012988,Asia,68564,2536.534925,3.92
Philippines,2002,82995088,Asia,70303,2650.921068,3.71
Philippines,2007,91077287,Asia,71688,3190.481016,3.35
Poland,1952,25730551,Europe,61.31,4029.329699,3.64
Poland,1957,28235346,Europe,65.77,4734.253019,3.47
Poland,1962,30329617,Europe,67.64,5338.752143,2.82
Poland,1967,31785378,Europe,69.61,6557.152776,2.35
Poland,1972,33039545,Europe,70.85,8006.506993,2.23
Poland,1977,34621254,Europe,70.67,9508.141454,2.23
Poland,1982,36227381,Europe,71.32,8451.531004,2.3
Poland,1987,37740710,Europe,70.98,9082.351172,2.2
Poland,1992,38370697,Europe,70.99,7738.881247,1.97
Poland,1997,38654957,Europe,72.75,10159.58368,1.56
Poland,2002,38625976,Europe,74.67,12002.23908,1.28
Poland,2007,38518241,Europe,75563,15389.92468,1.34
Portugal,1952,8526050,Europe,59.82,3068.319867,3.1
Portugal,1957,8817650,Europe,61.51,3774.571743,3.12
Portugal,1962,9019800,Europe,64.39,4727.954889,3.19
Portugal,1967,9103000,Europe,66.6,6361.517993,3.13
Portugal,1972,8970450,Europe,69.26,9022.247417,2.88
Portugal,1977,9662600,Europe,70.41,10172.48572,2.57
Portugal,1982,9859650,Europe,72.77,11753.84291,2.07
Portugal,1987,9915289,Europe,74.06,13039.30876,1.65
Portugal,1992,9927680,Europe,74.86,16207.26663,1.48
Portugal,1997,10156415,Europe,75.97,17641.03156,1.45
Portugal,2002,10433867,Europe,77.29,19970.90787,1.45
Portugal,2007,10642836,Europe,78098,20509.64777,1.38
Puerto Rico,1952,2227000,Americas,64.28,3081.959785,4.98
Puerto Rico,1957,2260000,Americas,68.54,3907.156189,4.87
Puerto Rico,1962,2448046,Americas,69.62,5108.34463,4.41
Puerto Rico,1967,2648961,Americas,71.1,6929.277714,3.53
Puerto Rico,1972,2847132,Americas,72.16,9123.041742,3.01
Puerto Rico,1977,3080828,Americas,73.44,9770.524921,2.77
Puerto Rico,1982,3279001,Americas,73.75,10330.98915,2.49
Puerto Rico,1987,3444468,Americas,74.63,12281.34191,2.28
Puerto Rico,1992,3585176,Americas,73911,14641.58711,2.18
Puerto Rico,1997,3759430,Americas,74917,16999.4333,2.01
Puerto Rico,2002,3859606,Americas,77778,18855.60618,1.86
Puerto Rico,2007,3942491,Americas,78746,19328.70901,1.73
Reunion,1952,257700,Africa,52724,2718.885295,6.97
Reunion,1957,308700,Africa,55.09,2769.451844,6.62
Reunion,1962,358900,Africa,57666,3173.72334,6.57
Reunion,1967,414024,Africa,60542,4021.175739,5.77
Reunion,1972,461633,Africa,64274,5047.658563,4.1
Reunion,1977,492095,Africa,67064,4319.804067,3.13
Reunion,1982,517810,Africa,69885,5267.219353,2.8
Reunion,1987,562035,Africa,71913,5303.377488,2.7
Reunion,1992,622191,Africa,73615,6101.255823,2.44
Reunion,1997,684810,Africa,74772,6071.941411,2.33
Reunion,2002,743981,Africa,75744,6316.1652,2.42
Reunion,2007,798094,Africa,76442,7670.122558,2.42
Romania,1952,16630000,Europe,61.05,3144.613186,3.31
Romania,1957,17829327,Europe,64.1,3943.370225,2.73
Romania,1962,18680721,Europe,66.8,4734.997586,2.22
Romania,1967,19284814,Europe,66.8,6470.866545,2.71
Romania,1972,20662648,Europe,69.21,8011.414402,2.73
Romania,1977,21658597,Europe,69.46,9356.39724,2.54
Romania,1982,22356726,Europe,69.66,9605.314053,2.32
Romania,1987,22686371,Europe,69.53,9696.273295,2.19
Romania,1992,22797027,Europe,69.36,6598.409903,1.61
Romania,1997,22562458,Europe,69.72,7346.547557,1.32
Romania,2002,22404337,Europe,71322,7885.360081,1.32
Romania,2007,22276056,Europe,72476,10808.47561,1.43
Rwanda,1952,2534927,Africa,40,493.3238752,7.98
Rwanda,1957,2822082,Africa,41.5,540.2893983,8.14
Rwanda,1962,3051242,Africa,43,597.4730727,8.2
Rwanda,1967,3451079,Africa,44.1,510.9637142,8.2
